name,industry,office,size,review_counts,salaries_count,jobs_count,interviews_count,benefits_count,website,company_type,revenue,head_quarter,founded,interview_possitive,interview_negative,interview_neutral,interview_difficulty,benefits_score,rating,total_insurance_health_wellness_benefits,health_insurance,dental_insurance,FSA,vision insurance,HSA,life_insurance,supplemental_life_insurance,disability_insurance,occupational_accident_insurance,heakth_care_on_site,mental_health_care,retiree_health_and_medical,accidental_death_and_dismemberment_insurance,total_financial_retirement_benefits,pension_plan,plan_401K,retirement_plan,employee_stock_purcase_plan,performance_bonus,stock_options,equity_incentive_plan,supplemental_workers_compensation,charity_gift_matching,total_family_parenting_benefits,maternity_paternity_leave,work_from_home,fertility_assistance,dependent_care,adoption_assistance,childcare,flexible_hour,military_leave,family_medical_leave,unpaid_extended_leave,total_vacation_time_off_benefits,vacation_paid_time_off,sick_days,paid_holidays,volunteer_time_off,sabbatical,bereavement_leave,total_perk_discounts_benefits,employee_discount,free_lunch_or_snacks,employee_assistance_program,gym_membership,commuter_checks_and_assistance,pet_friendly_worksplace,mobile_phone_discount,company_car,company_social_events,travel_concierge,legal_assistance,total_professional_support_benefits,diversity_program,job_training,professional_development,apprenticeship,tuition_assistance
Analysis Group,Consulting,14 office locations,1001 to 5000 Employees,356,1K,10,439,87,https://www.analysisgroup.com/,Private Practice / Firm,$100 to $500 million (USD),"Boston, MA",1981,70%,8%,23%,3,4.4,4.2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KI,Consumer Products Manufacturing,4 office locations,1001 to 5000 Employees,123,187,68,18,50,https://www.ki.com/,Company - Private,$500 million to $1 billion (USD),"Green Bay, WI",1941,63%,19%,19%,2.7,4.3,4,6,1,1,0,1,1,1,1,0,0,0,0,0,0,5,0,1,1,1,1,1,0,0,0,3,1,0,0,0,0,0,0,1,1,0,4,1,1,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,1,3,0,1,1,0,1
Envestnet,Investment Banking & Asset Management,5 office locations,1001 to 5000 Employees,376,397,--,131,100,https://www.envestnet.com/,Company - Public (ENV),$100 to $500 million (USD),"Chicago, IL",1999,60%,25%,15%,3,4.2,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genesys,Computer Hardware & Software,20 office locations,5001 to 10000 Employees,1.6K,1.2K,656,322,470,https://www.genesys.com/,Company - Private,$1 to $2 billion (USD),"Daly City, CA",1990,72%,14%,14%,2.9,4.1,4.1,11,1,1,1,1,1,1,1,1,1,0,1,0,1,4,1,1,0,0,1,0,0,1,0,4,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,0,0,5,0,0,1,0,1,0,1,0,1,0,1,3,0,1,1,0,1
Ameren,Utilities,9 office locations,5001 to 10000 Employees,356,594,--,124,120,https://www.ameren.com/,Company - Public (AEE),$5 to $10 billion (USD),"Saint Louis, MO",1904,60%,19%,21%,2.9,4.4,4.3,4,1,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Valero Energy,Energy,16 office locations,10000+ Employees,538,994,72,162,141,https://www.valero.com/,Company - Public (VLO),$10+ billion (USD),"San Antonio, TX",1980,74%,13%,13%,2.7,4.5,4.1,6,1,1,1,1,0,1,0,0,0,1,0,0,0,4,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0
Varonis Systems,Computer Hardware & Software,13 office locations,1001 to 5000 Employees,493,363,124,103,151,https://www.varonis.com/,Company - Public (VRNS),$100 to $500 million (USD),"New York, NY",2005,44%,44%,13%,2.9,4.1,4.1,6,1,1,1,1,1,1,0,0,0,0,0,0,0,5,0,1,1,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,5,0,1,0,1,1,0,1,0,1,0,0,2,0,1,1,0,0
Primary Residential Mortgage,Lending,2 office locations,1001 to 5000 Employees,191,155,49,13,45,https://www.primaryresidentialmortgage.com/,Company - Private,$5 to $10 billion (USD),"Salt Lake City, UT",1998,62%,23%,15%,2.1,3.1,4.1,5,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Starboard Cruise Services,General Merchandise & Superstores,,1001 to 5000 Employees,192,176,4,34,58,https://www.starboardcruise.com/,Subsidiary or Business Segment,$500 million to $1 billion (USD),"Doral, FL",1958,82%,9%,9%,2.5,3.3,3.9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Society Foundations,Grantmaking Foundations,2 office locations,1001 to 5000 Employees,193,300,7,65,109,https://www.opensocietyfoundations.org/,Nonprofit Organization,Unknown / Non-Applicable,"New York, NY",1979,51%,22%,27%,3.2,4.7,4.1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
EDUStaff,Staffing & Outsourcing,2 office locations,10000+ Employees,216,178,608,16,28,https://www.edustaff.org/,Company - Public,$50 to $100 million (USD),"Grand Rapids, MI",2009,50%,19%,31%,1.7,2.1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
UCLA Health,Health Care Services & Hospitals,9 office locations,5001 to 10000 Employees,807,1.4K,607,188,275,https://www.uclahealthcareers.org/,Company - Public,Unknown / Non-Applicable,"Los Angeles, CA",1919,62%,12%,26%,2.8,4.3,4.1,12,1,1,1,1,1,1,1,1,1,1,1,0,1,6,1,1,1,0,1,0,1,0,1,4,1,0,0,1,0,0,0,0,1,1,4,1,1,1,0,0,1,6,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0
Grimaldi's Pizzeria,Casual Restaurants,,1001 to 5000 Employees,160,154,295,13,17,https://www.grimaldispizzeria.com/,Company - Private,Unknown / Non-Applicable,"Scottsdale, AZ",1905,58%,25%,17%,2,3.3,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Corcoran Group,Real Estate,3 office locations,1001 to 5000 Employees,179,134,18,34,19,https://www.corcoran.com/,Subsidiary or Business Segment,Unknown / Non-Applicable,"New York, NY",1973,69%,31%,17%,2.1,2.5,4.1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Aruba Networks,Enterprise Software & Network Solutions,13 office locations,5001 to 10000 Employees,473,683,164,123,100,https://www.arubanetworks.com/,Company - Public,$2 to $5 billion (USD),"Santa Clara, CA",2002,54%,36%,10%,2.9,4,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holland & Knight,Legal,11 office locations,1001 to 5000 Employees,168,222,9,44,47,https://www.hklaw.com/,Company - Private,$1 to $2 billion (USD),"Brandon, FL",1968,63%,28%,9%,2.5,3.6,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
College of DuPage,Colleges & Universities,,1001 to 5000 Employees,147,146,53,13,27,https://www.cod.edu/,College / University,Unknown / Non-Applicable,"Glen Ellyn, IL",1967,58%,8%,33%,2.5,3.5,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Interpublic Group,Advertising & Marketing,4 office locations,10000+ Employees,249,298,11,37,67,https://www.interpublic.com/,Company - Public (IPG),$5 to $10 billion (USD),"New York, NY",1902,72%,11%,17%,2.4,4.1,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torrance Memorial Medical Center,Health Care Services & Hospitals,,1001 to 5000 Employees,108,172,90,21,9,https://www.torrancememorial.org/,Company - Private,$100 to $500 million (USD),"Torrance, CA",1925,67%,14%,19%,3,4,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BECU,Banks & Credit Unions,10 office locations,1001 to 5000 Employees,302,456,54,93,97,https://www.becu.org/,Nonprofit Organization,$2 to $5 billion (USD),"Tukwila, WA",1935,55%,29%,16%,3,4.3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Cook Children's Health Care System,Health Care Services & Hospitals,46 office locations,5001 to 10000 Employees,307,483,146,84,110,https://www.cookchildrens.org/,Nonprofit Organization,$100 to $500 million (USD),"Fort Worth, TX",1918,77%,11%,12%,3.1,4.1,4.1,8,1,1,1,0,1,1,0,1,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,4,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
Discount Tire,Automotive Parts & Accessories Stores,2 office locations,10000+ Employees,1.2K,1.5K,848,133,186,https://www.discounttire.com/,Company - Private,$2 to $5 billion (USD),"Scottsdale, AZ",1960,83%,5%,12%,1.8,3.9,4,7,1,1,0,1,1,1,0,1,0,0,0,0,1,3,0,1,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,3,1,1,1,0,0,0,5,1,0,1,0,0,0,1,0,1,0,1,2,0,1,0,0,1
Sikich,Consulting,14 office locations,1001 to 5000 Employees,154,298,67,31,70,https://www.sikich.com/,Company - Private,$100 to $500 million (USD),"Chicago, IL",1982,84%,16%,12%,2.5,3.5,4.2,9,1,1,1,1,1,1,1,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,4,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,1
AHEAD,IT Services,3 office locations,1001 to 5000 Employees,125,203,112,26,56,https://www.ahead.com/,Company - Private,$2 to $5 billion (USD),"Chicago, IL",2007,60%,28%,12%,2.6,4.6,4.1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
University of Missouri St Louis,Colleges & Universities,2 office locations,1001 to 5000 Employees,137,156,34,16,43,https://www.umsl.edu/,College / University,Unknown / Non-Applicable,"Saint Louis, MO",1963,88%,13%,19%,2.3,3.7,4.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,3,1,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,3,1,0,1,0,1
Stripe,Internet,3 office locations,1001 to 5000 Employees,178,467,77,546,88,https://www.stripe.com/,Company - Private,Unknown / Non-Applicable,"San Francisco, CA",2010,44%,38%,17%,3,4.3,4.2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Iris Software,IT Services,14 office locations,1001 to 5000 Employees,585,1.1K,47,116,76,https://www.irissoftware.com/,Company - Private,$100 to $500 million (USD),"Edison, NJ",1991,43%,47%,10%,3,3.5,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valencia College,Colleges & Universities,9 office locations,1001 to 5000 Employees,316,324,6,63,99,https://www.valenciacollege.edu/,College / University,$50 to $100 million (USD),"Orlando, FL",1967,63%,7%,30%,2.9,3.5,4.1,8,1,1,1,1,1,1,0,1,0,0,1,0,0,3,1,0,1,0,0,0,0,1,0,5,1,1,0,0,0,0,1,1,1,0,4,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,3,0,1,1,0,1
Genoa Healthcare,Health Care Services & Hospitals,12 office locations,1001 to 5000 Employees,161,183,--,25,30,https://www.genoahealthcare.com/,Subsidiary or Business Segment,$2 to $5 billion (USD),"Renton, WA",2000,64%,20%,16%,2.4,3.4,4.1,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millennium Physician Group,Health Care Services & Hospitals,13 office locations,1001 to 5000 Employees,175,121,406,10,24,https://www.millenniumphysician.com/,Private Practice / Firm,$50 to $100 million (USD),"Fort Myers, FL",null,80%,10%,10%,2.4,3.6,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHEAD,IT Services,3 office locations,1001 to 5000 Employees,125,203,112,26,56,https://www.ahead.com/,Company - Private,$2 to $5 billion (USD),"Chicago, IL",2007,60%,28%,12%,2.6,4.6,4.1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
University of Missouri St Louis,Colleges & Universities,2 office locations,1001 to 5000 Employees,137,156,34,16,43,https://www.umsl.edu/,College / University,Unknown / Non-Applicable,"Saint Louis, MO",1963,88%,13%,19%,2.3,3.7,4.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,3,1,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,3,1,0,1,0,1
Onelife Fitness,Sports & Recreation,33 office locations,1001 to 5000 Employees,164,121,124,19,25,https://www.onelifefitness.com/,Company - Private,Unknown / Non-Applicable,"McLean, VA",2009,68%,5%,26%,1.6,2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
LG&E and KU Energy,Utilities,2 office locations,1001 to 5000 Employees,127,182,44,24,21,https://www.lge-ku.com/,Subsidiary or Business Segment,$2 to $5 billion (USD),"Louisville, KY",1998,61%,17%,22%,2.9,4.1,4.2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Home Care Assistance,Health Care Services & Hospitals,25 office locations,5001 to 10000 Employees,296,236,1.1K,24,53,https://www.homecareassistance.com/,Company - Private,$100 to $500 million (USD),"San Francisco, CA",2003,54%,25%,21%,2.3,2.6,4.1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,1,3,0,0,0,0,0,0,1,1,1,0,0,2,0,1,1,0,0
Sovos,Computer Hardware & Software,15 office locations,1001 to 5000 Employees,299,262,107,166,121,https://www.sovos.com/,Company - Private,Unknown / Non-Applicable,"Boston, MA",2015,49%,34%,17%,2.8,3.3,4.1,9,1,1,1,1,1,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,5,1,1,1,1,0,0,0,0,1,0,0,3,0,1,1,0,1
IGS,Utilities,19 office locations,1001 to 5000 Employees,204,239,36,26,29,https://www.igs.com/,Company - Private,Unknown / Non-Applicable,"Dublin, OH",1989,56%,28%,16%,2,4.1,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplace,Logistics & Supply Chain,15 office locations,1001 to 5000 Employees,186,368,99,22,71,https://www.transplace.com/,Company - Private,$1 to $2 billion (USD),"Frisco, TX",2001,52%,38%,10%,2.7,2.9,4.1,9,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,4,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,3,0,1,1,0,1
Greenheck,Industrial Manufacturing,11 office locations,1001 to 5000 Employees,108,256,156,13,21,https://www.greenheck.com/,Company - Private,$500 million to $1 billion (USD),"Schofield, WI",1947,85%,15%,9%,2.8,3.7,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan Myers,Construction,18 office locations,1001 to 5000 Employees,116,215,214,15,40,https://www.allanmyers.com/,Company - Private,$500 million to $1 billion (USD),"Worcester, PA",1939,71%,14%,14%,2.5,4.6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Client Network Services,IT Services,8 office locations,1001 to 5000 Employees,229,1.1K,42,46,81,https://www.cns-inc.com/,Company - Private,$100 to $500 million (USD),"McLean, VA",1994,70%,16%,14%,2.8,3.2,4,5,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fairmont Hotels & Resorts,"Hotels, Motels, & Resorts",27 office locations,10000+ Employees,1.2K,1K,840,210,330,https://www.fairmont.com/,Self-employed,$1 to $2 billion (USD),"Toronto, Canada",1907,72%,14%,15%,2.8,3.9,4.1,9,1,1,0,1,0,1,1,1,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,1,4,1,1,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0
IGS,Utilities,19 office locations,1001 to 5000 Employees,204,239,36,26,29,https://www.igs.com/,Company - Private,Unknown / Non-Applicable,"Dublin, OH",1989,56%,28%,16%,2,4.1,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castle Group,Real Estate,10 office locations,1001 to 5000 Employees,80,291,153,15,36,https://www.castlegroup.com/,Company - Private,$50 to $100 million (USD),"Plantation, FL",null,47%,27%,27%,2.6,3.5,4.1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Intralox,Industrial Manufacturing,3 office locations,1001 to 5000 Employees,136,208,196,33,49,https://www.intralox.com/,Company - Private,$100 to $500 million (USD),"Harahan, LA",1971,73%,18%,9%,2.8,4.6,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autobell Car Wash,Other Retail Stores,,1001 to 5000 Employees,254,209,170,21,41,https://www.autobell.com/,Company - Private,$50 to $100 million (USD),"Charlotte, NC",1969,75%,25%,26%,1.3,3.6,4.1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,1
Yardi Systems,Computer Hardware & Software,15 office locations,5001 to 10000 Employees,1.4K,1.2K,79,422,468,https://www.yardi.com/,Company - Private,$500 million to $1 billion (USD),"Santa Barbara, CA",1982,62%,18%,20%,2.9,4.4,4.1,5,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,3,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1
Florida Atlantic University,Colleges & Universities,8 office locations,1001 to 5000 Employees,452,715,24,47,108,https://www.fau.edu/,College / University,$100 to $500 million (USD),"Boca Raton, FL",1960,63%,16%,21%,2.4,3.5,4.2,7,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,3,0,1,0,0,1,1,3,0,0,0,0,0,0,1,0,1,0,1,3,0,1,1,0,1
Cherry Bekaert,Accounting,24 office locations,1001 to 5000 Employees,228,510,208,58,42,https://www.cbh.com/,Company - Private,$100 to $500 million (USD),"Richmond, VA",1947,81%,5%,14%,2.6,3.1,4.1,9,1,1,1,1,1,1,1,1,0,0,0,0,1,3,0,1,1,0,1,0,0,0,0,7,1,1,0,0,1,0,1,1,1,1,4,1,1,1,0,0,1,8,1,1,1,1,1,0,1,0,1,1,0,4,1,1,1,0,1
Spirent Communications,Telecommunications Services,26 office locations,1001 to 5000 Employees,323,794,50,58,130,https://www.spirent.com/,Company - Public (LSE: SPT),$500 million to $1 billion (USD),"Crawley, United Kingdom",1936,49%,27%,24%,3,3.8,4.2,8,1,1,1,1,0,1,1,1,0,0,0,0,1,3,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,4,1,0,1,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
US Department of Energy,Federal Agencies,13 office locations,10000+ Employees,322,848,622,56,61,https://www.energy.gov/,Government,Unknown / Non-Applicable,"Washington, DC",1977,62%,9%,29%,2.6,4.3,4.1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
Con Edison,Utilities,10 office locations,10000+ Employees,804,1.1K,42,287,269,https://www.conedison.com/,Company - Public (ED),$10+ billion (USD),"New York, NY",1997,72%,11%,18%,2.8,3.9,4.1,12,1,1,1,1,1,1,0,1,1,1,1,1,1,7,1,1,1,1,1,1,0,1,0,6,1,1,0,0,1,0,0,1,1,1,4,1,1,1,0,0,1,6,1,0,1,1,1,0,1,0,1,0,0,4,1,1,1,0,1
CCC Information Services,Enterprise Software & Network Solutions,6 office locations,1001 to 5000 Employees,296,592,71,70,64,https://www.cccis.com/,Company - Private,$500 million to $1 billion (USD),"Chicago, IL",1980,56%,31%,13%,2.7,3.9,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRW,Investment Banking & Asset Management,10 office locations,1001 to 5000 Employees,138,234,25,187,26,https://www.drw.com/,Company - Private,Unknown / Non-Applicable,"Chicago, IL",1992,42%,19%,40%,3.3,4.4,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Market,Grocery Stores & Supermarkets,2 office locations,1001 to 5000 Employees,313,463,27,99,88,https://www.centralmarket.com/,Company - Private,Unknown / Non-Applicable,"Dallas, TX",1994,62%,21%,16%,2.6,4.2,4.1,8,1,1,1,1,1,1,0,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,1,5,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0
American University,Colleges & Universities,2 office locations,1001 to 5000 Employees,657,906,50,83,169,https://www.american.edu/,College / University,$500 million to $1 billion (USD),"Washington, DC",1893,74%,5%,21%,2.6,4,4.1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
West Virginia University,Colleges & Universities,2 office locations,5001 to 10000 Employees,686,1.4K,337,86,172,https://www.wvu.edu/,College / University,$500 million to $1 billion (USD),"Morgantown, WV",1867,80%,5%,15%,2.4,3.7,4.2,11,1,1,1,1,1,0,1,1,1,1,1,1,0,3,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,6,1,1,1,1,1,1,5,1,0,0,1,0,1,1,0,1,0,0,3,0,1,1,0,1
US Department of Energy,Federal Agencies,13 office locations,10000+ Employees,322,848,622,56,61,https://www.energy.gov/,Government,Unknown / Non-Applicable,"Washington, DC",1977,62%,9%,29%,2.6,4.3,4.1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
